,GBM4,GBM6,GBM8,GBM9,O2,GBM14,GBM16,GBM21,GBM24,GBM28,O3,O4,O9,GBM30,GBM32,GBM35,GBM36,GBM42,GBM45,GBM50,A5,O10,GBM51,GBM56,GBM57,GBM58
HLA-DPA1,4.35370872355209,4.27656556288237,3.85448688931211,4.29874250274437,3.70857020037971,4.54584686508581,4.1344740927706,4.29520458218283,4.33702065204957,3.71832228736672,3.63490067715494,4.28034602441217,3.29301188337908,3.61180081575363,4.21628669591433,4.14231239391234,3.85565620634393,4.46948037895805,4.23519047472761,4.04220854988845,4.06141817148401,3.59334865852571,3.59612813432335,4.30379505695802,3.74395417955801,4.55165331242567
EDNRB,3.58647286537563,3.77629684050143,3.72608343851127,3.75223165838107,3.37368972384711,3.34489211238814,3.32033617050608,3.87455510233372,3.37057636948449,3.53963968817933,3.21737970102857,3.29842249684191,3.56778319123489,3.45608684086928,3.70620827543423,3.42117023844581,3.88098367669112,3.37633218687413,3.80124519448026,3.98575936545283,4.41568140542723,3.15241708443829,3.57840412313808,3.29216033875689,3.0653193587551,3.43767003652436
KLF10,2.95880556844436,3.24059092856894,3.21693164437289,3.26889094422306,2.496723516749,3.6475692659601,3.01894877424335,2.98056009390915,3.09869909050871,2.47963288600457,2.99615515922183,2.56621586886546,3.15234308650485,2.52648789441493,3.15803272535285,3.0636954328486,2.74730147219663,3.30545369609049,3.18911200116051,2.83072913413773,2.33497218222514,2.64093139921631,2.70616368221401,2.93631162788409,2.75352560873317,3.39404539047515
PIAS1,3.52121080885913,3.25117691781245,3.45700591808152,3.5604629551184,3.57439117763214,3.47080637999176,3.56967535284184,3.59959206276527,3.76339264953936,3.82466156728634,3.75609910705584,3.47230071287116,3.70418227238992,3.63981477546015,3.55254314075667,3.47113792011021,3.69394869897708,3.50465786110515,3.36820504011478,3.38926534033157,3.7306660177178,3.72757679615279,3.46526072613868,3.51721305818318,3.74519467467984,3.52932099695363
LYPLAL1,3.71178648360541,3.77769195833764,3.83402488935769,3.62250010701614,3.74384210015629,3.53707713985208,3.8353716125041,3.95517986276013,3.72282980438573,3.93354539236082,3.90640971679313,3.96629316946826,3.94174307738696,3.96096315854589,3.99502715168314,3.78668911202956,3.72121546314943,3.76379406928683,3.76425685432698,3.7895652718751,4.22981848154724,3.49236235942596,3.7728720022564,3.45897020257217,3.86149068051979,3.88001323911288
TNFSF13,3.66268465633816,3.81018599355558,3.55668173962264,3.78166613770971,3.41675696916875,3.89687439528534,3.6426727140412,3.45404288477074,3.98876695819527,3.71079325466971,3.23382023350594,3.43715974252937,3.36004916333628,3.73630421485529,3.81603849348171,3.72831059395532,3.63177099010132,4.03477692547039,3.77925678631993,3.38834049515386,3.36216172486182,3.49435791316108,3.64624566525023,3.52377481205332,3.70090853125902,4.11882798428058
CD63,4.68546311873508,4.7821699458939,4.52529849054819,4.59336075481718,4.42645906156125,4.65273906784015,4.60191984360283,4.55184414869009,4.62559917589386,4.42446050973439,4.46071633285355,4.5881130230767,4.4113356215113,4.55908088440032,4.62891132236351,4.77667942514455,4.35379388452587,4.85848630634262,4.74526224760828,4.85623282287856,4.52390166684723,4.58841536450589,4.74491002524763,4.63331993177255,4.4942672175855,4.66423412070977
CYBASC3,4.0113744382606,4.08791530463497,3.91344624134249,3.82319856685549,3.69671529793831,4.20144778905462,3.90274099976859,3.98929382631933,3.98625026794555,3.87283045044985,3.8332654585703,3.76999634522233,3.63963647425885,3.92049617921798,3.91365202105995,4.01123260280802,3.71896803508689,4.1082392822118,3.99196927950063,3.78533588661302,3.80627801846699,3.8096184245874,3.96440446517994,3.82928350528229,3.9565305598414,3.99683840834859
SYDE1,3.72198050896447,3.67453194382057,3.70724152077102,3.63235948898887,3.59668878255451,3.73542858135511,3.5478411362899,3.53475630026616,3.5348828016569,3.43455006290902,3.39228549736217,3.45641401546303,3.27028301704328,3.32891103403247,3.52051209174054,3.6489209132367,3.35265612331507,3.70431390442049,3.81471634075141,3.50640977482009,3.4898346386504,3.20249676310653,3.673959664491,3.59011803919076,3.49094597317446,3.61893879452176
ZFP36L2,4.34591178502794,4.42911619456929,4.30970858881921,4.34535784861947,3.87669495583515,4.33743949295399,4.24438556952314,4.23393672275668,4.37588185837912,3.92152822823538,3.835629829418,3.99976619978856,4.11794638040788,3.93687645808365,4.09063869635984,4.38968540266295,3.97133147755595,4.37943460823792,4.41496192253493,4.38837109461607,4.03634595296579,3.80284491639461,4.44822647634931,4.16711896163613,3.9700433220115,4.37374330403426
AI267414,3.56129879958813,3.57733218452109,3.63013475448873,3.56336359640623,3.60799846265032,3.32073104692568,3.51919012297193,3.60404116849777,3.53473550893697,3.45896099492757,3.36097434270341,3.56751076385202,3.75686962135035,3.57213418546135,3.62274728684518,3.51177163270463,3.49998562615599,3.39745384799666,3.20418267939594,3.4618919747778,3.8076161293874,3.2678402618396,3.41627944359915,3.37014821782385,3.22633950821012,3.54245070190679
CMTM3,4.25351907709707,3.98408361134206,3.98584525176109,4.05541170501191,3.78643928502913,4.30241113369338,4.04301816477733,4.18981727301069,3.74526463675211,3.4768965215717,3.46497677479806,3.7702592001156,3.77806409321255,3.65286329715669,4.08969963801948,3.99297920931818,3.72266780934176,4.15090809417929,4.12496051593046,4.15261369867055,3.51914833587488,3.10347565344704,4.10070892168299,4.17616951187095,3.80545552333229,3.93804579549742
OAS1,3.26787963802516,3.26013461856741,3.23665539165792,3.14303167179833,3.03944822680978,3.50376971661058,3.39263259554382,3.48113822904922,3.19848965890088,3.01688632243911,2.72017005723141,2.43869895134475,2.84428017635008,3.30380666518057,3.3884919618358,2.96991376080033,3.17059874969127,3.02516899996792,3.14942419906428,3.62427198625025,2.9175312408696,3.29842948734283,3.25099883836185,3.79049761368871,2.60605014304351,3.5818112397777
AIM1,3.50157996631671,3.36954442348659,3.32886541520643,3.48396794005014,3.03776941531899,3.8124694813695,3.45633945835294,3.10370111958951,3.27249974885766,2.91428126177797,3.05352288742023,3.26605215433354,2.69096560583372,3.02540623305108,3.18202526789233,3.30018686362448,3.00999873004806,3.43549542114202,3.19083686699056,3.10355572614804,3.1710034903686,2.87966118428786,3.49320576626601,3.34362421031969,2.89032822525377,3.63221183126379
C1S,4.09537078944135,4.27042820037122,4.1650475280348,3.46869064184871,3.51365873105223,4.44137334010427,3.58634635066894,3.85559201653769,3.86733936092764,3.62430870974141,3.67278719197798,3.63239725618732,3.11527026427995,3.58198274946511,4.05699695771407,3.7392799476606,3.46333326910325,4.43628451874228,3.86520705550357,3.70964632776875,3.29751233443815,3.6014229572106,4.64292231610544,3.83887137136087,3.52608470105361,4.65508702744422
ANKRD17,3.59671373475836,3.78658136114474,3.63315271984637,3.81537649187056,3.72375325470732,3.59748193446839,3.56329688649158,3.59752823560764,3.63977376569742,3.66010356199386,3.55021355008949,3.66077263526458,3.62806866031478,3.7381145789964,3.59028975845914,3.56082150761885,3.76535892578767,3.43733572447747,3.65215154032486,3.61886380381342,3.73780523382326,3.74061908442748,3.6390938530602,3.71523463062697,3.57312188806164,3.52190278868167
WWOX,3.79375086349123,3.62525038975682,3.57149256219048,3.56973395550905,3.30359559735768,3.74337608493429,3.67056755724017,3.74374652394098,3.81276680764304,3.64519936602806,3.92220580989686,3.87994774084043,3.67690238650751,3.70112249687883,3.93531183972721,3.43869942581215,3.68983697391794,3.74481093222288,3.53421502115743,3.75987233036009,3.84294830618249,3.41629026822296,3.62868118851711,3.64263978551487,3.62795677092212,3.56591885777567
DIRAS3,3.35633033053353,3.55445390621756,3.67186087178774,2.87920028121147,3.10382252857745,3.27594631941073,3.32395362549137,3.21762052808933,3.20410233908421,2.90070296243105,2.26837668965629,2.77362117691825,2.45600751631599,3.05184760915878,2.96207560214064,3.55767751780887,2.76340627829596,3.14733988620392,3.5113127910922,3.69560301682628,2.85460114028695,2.84885267994479,3.43897879708202,3.50724338150149,2.95434045592669,3.41661687841334
SCAMP1,3.17582567917522,3.18712855075265,3.18763576543423,3.34984067628594,3.13745254451803,3.23912021743863,3.57654358987624,3.1434566809119,3.65090375849918,3.51878219835887,3.65892103004629,3.64282229480026,3.74118123390693,3.5170816991293,3.1177540555296,3.37723046152577,3.24582741723065,2.73617092932304,3.27845131824908,3.61469277544549,3.53205933402024,3.82200060824596,3.13143130638022,3.35058950318612,3.14617239349208,3.36930938768796
TBC1D10A,3.74741204096032,3.58378088256956,3.82424334448496,3.63211903844891,3.75774461518006,3.84233572269128,3.55389637068273,3.55373985570417,3.65343134305388,3.78368066042953,3.6752705434132,3.72868915513046,3.97400101599684,3.65725602221602,3.73754415167886,3.55837804506508,3.84368627616374,3.8168958286871,3.71259869428001,3.54004139321238,3.74041598600117,3.77777281505739,3.82954851726378,3.76062231845976,3.77484405969045,3.86174171160249
CALR,4.1339079018798,4.32636318784441,4.09867846798594,4.11121050949579,3.92032231493455,4.25818235209697,4.09848631312528,4.1926554183289,4.03798474529482,4.24447657824695,4.04084595923106,4.15286291498023,3.88543568836441,3.96193060458436,4.10055601129595,4.14558454846146,3.8562275013448,4.45928744515881,4.44181182188052,4.14102878981214,3.91382455072577,3.9658354588969,4.07176123456613,4.11318755715735,4.24383703554064,4.50977170689945
ZNFX1,4.13100775282944,3.97393987149778,3.98241348642127,3.91681239622337,3.74241370985129,4.15345240486666,4.15947169208447,4.02533130762076,4.03507218869813,3.94669390918292,3.84628959697193,3.70201327548806,3.85614591648879,3.91366674993987,4.01411541435697,4.002010552172,3.88045783943382,4.30298499520106,4.17364920103202,4.07437109709917,3.85717913927829,3.88893410582843,4.01573750273596,4.01863817876082,3.92988714923424,4.22174276883259
PUM2,4.00397194868791,3.89201970827431,3.9871343754158,4.14437940075082,4.0993370742863,4.04657144206632,4.00402457615952,3.91526826046627,4.07048128583657,4.2171509627758,4.16167097417663,4.12512395627469,4.22751819463805,4.09354165995156,3.98829415272152,4.00973271330411,4.09593766914811,3.96285507592135,4.01983998228739,4.03654813622362,4.18364411540341,4.16244306191175,4.04126770881097,4.04239998735498,4.17391701685127,3.95739142689349
AKAP13,3.53141287371291,3.30883536292589,3.42600738276125,3.26565798332258,3.37937061171089,3.76274591540354,3.43523197401875,3.37160550008724,3.72747431846966,3.38668405861666,3.12334030934326,3.21495134910736,3.21622371636565,3.23045556347838,3.42380387052406,3.42385607948128,3.32536950565702,3.77445207217556,3.37961947440568,3.23653801722089,3.36514041025698,3.24073740179444,3.33365641098821,3.48025608748498,3.48672892717224,3.60397134355751
RASSF4,3.19960737134331,3.30564194852087,3.31048344112925,3.72190315045856,3.08301322540599,3.26024936452507,3.27312031034228,3.32795590873573,3.40134435460708,3.11864791365992,3.35969720675848,3.09431876692732,3.9422302556761,3.34725739911279,3.44395949085471,3.2893505602256,3.3022447540318,3.51918788917224,2.99616173151799,3.10821785530638,3.40548006062333,3.00610305146087,3.22870236041565,3.30626135884292,3.24191935553378,3.73207025082161
LOC339803,3.46736743828954,3.61707492007369,3.64891915880373,3.38236307883049,3.20688009202084,3.62559321081607,3.65257063497192,3.49541458482984,3.61361563398475,3.29856294063929,3.59808729960531,3.60449313767091,3.49809514546308,3.55753114157877,3.18552855637982,3.76306663006115,3.33622631289807,3.49865247776058,3.55222992936223,3.46523781452058,3.35284850447333,3.63410952604706,3.65832492997454,3.60469401785736,3.45530755612269,3.54158985158455
CAPG,3.7957873811379,3.78459818040263,3.42126886448251,3.2537759565437,3.18964412832985,3.86991882839041,3.80773136325918,3.83551212539565,3.68614531058304,3.13203864273154,2.94404914839596,2.97948418178202,2.74402058333489,3.52319687972645,3.94003525719759,3.69140404161636,3.09967891497513,3.77669878737345,3.5809588288079,3.55707377394272,3.05167760470818,3.11645664431972,3.8241841049039,3.38255192244113,3.21088917642952,3.58864531953583
BF677084,3.23770305076007,3.3629555301465,3.06654730319776,3.53116393934966,3.62414188170704,3.48770838409772,3.4356443661755,2.94410842547159,3.49025114305942,2.95769873305046,3.74989246349965,3.58542282579062,3.41588357666975,3.55963926620883,3.06026484067857,3.36879472171355,2.99421857819678,3.0260688973182,3.20056543298698,3.47603677136823,3.5712224524606,3.36986254870585,3.28593900533622,3.5235201586368,3.0716905811154,3.40250864491018
SREBF2,3.78944455078208,3.53352841412589,3.72190183219635,3.58179349352984,3.3745498445668,3.58861407609787,3.70272255298939,3.47539701695478,3.66103290512753,3.65666883313135,3.75399739411746,3.891061926507,3.59837417220291,3.58623860402032,3.5432035589213,3.56090113250503,3.72442907477866,3.60732139008327,3.63688640181689,3.53900341742085,3.69296186436861,3.46232940390546,3.61461472735556,3.62513210927387,3.62584048714079,3.69813091906509
SMS,3.77172538973437,3.64699388712531,3.68262686688047,3.42979183290312,3.45287326606164,3.67522293267328,3.35929939531365,3.51642166243385,3.66602275235391,3.66577858288105,3.3842481884892,3.2022975561388,3.23969754593204,3.45464991709003,3.40817193182423,3.63614253005755,3.52946115430189,3.80699913536157,3.51990290639271,3.66424792370707,3.33233138807811,3.61961292029011,3.85862855822504,3.70773517665294,3.53934562916892,3.50630299112855
BCL2A1,3.21267943740152,3.23154986632196,2.89363639204466,2.75094555481082,2.57069468294621,2.95232545864345,2.90950361122669,3.11906675179317,2.63448432361012,2.33272318294429,2.60538586265629,2.78270404289046,2.56480212976179,2.44571315237996,2.83804080305948,3.00312218490036,2.26132711582645,3.22573793591355,2.62730337105205,2.58209405803378,2.16345955176999,2.72781768612198,3.42019545251204,2.34035486707834,2.72590755056081,3.43554831442541
GBA,3.45245868775466,3.36367664923367,3.42739034601826,3.41775161081373,3.23613603397044,3.58754125401981,3.68584613581974,3.36508307866611,3.40549525513195,3.13962598892405,3.43259236487161,3.56709933091796,3.47862175280482,3.42288944235274,3.38158830310056,3.64054384368424,3.39382798558734,3.65427273082315,3.36600359059265,3.33532067003766,3.15578043038909,3.32094722562003,3.41165707388075,3.34789237959478,3.39506766175611,3.50359472984138
PUM1,3.88623255344461,3.94081003252253,3.89836663100385,3.86141993797084,3.70916790674736,3.80941000873745,3.60873296944614,3.74535410306888,3.92927844705205,3.8760253107535,3.83593706667134,3.84657442447807,3.69709476038597,3.90073767774577,3.67267176371989,3.77180119523419,3.78856937785474,3.67077206980808,3.77785814748869,3.858413508288,3.97546990526425,3.95126508176283,3.89835499619216,3.91962825126093,3.70937580735629,3.87398357192015
CCDC109B,3.68050457428507,3.82072518786365,3.79476526529798,3.41042881477704,3.28972581845443,3.60913265926319,3.68712890505026,3.5978985767421,3.72023664229848,3.04853541150281,2.64154846963139,2.78714154420037,2.58960560213986,3.42884027335231,3.43956651819255,3.47516949914926,2.9166781445495,3.57845766214347,3.74752102814813,3.72771746025683,2.8704249756592,3.69485894578752,3.74603534713001,3.48520962263699,3.41552338424943,3.56267820417246
AK027219,4.21192164417212,4.15307715660409,3.93024243537726,4.33507454941363,4.1810114888146,4.20155346950269,3.94332110974738,3.90789789570782,4.26799940874714,4.39938404910267,4.32230353969191,4.23447450998013,4.10069015094805,4.41465771836337,4.11504802741529,4.05487045284992,3.86822416244555,4.40486671490762,4.23643313421019,3.99639218095515,4.62441480874146,4.37958089462201,4.19076479596323,3.88449448109044,4.53268751032491,4.26088819069265
MAPK8,3.43394911334844,3.46600128055896,3.6695665048906,3.65107982192477,3.94742092814784,3.64766653832821,3.53332482760611,3.70578120559381,3.40864743411763,3.87992077146046,3.87405630223116,3.83248630325793,3.84022017591233,3.71678170320068,3.62052716043831,3.57831262150831,3.97922922856634,3.35890178931114,3.57223525478668,3.38880768789213,3.84411075998987,3.8463145307043,3.47289709700869,3.67254495103864,3.78715551116424,3.7932008244407
AU144267,3.41315134080035,3.297269491802,3.71210784228214,3.4098623123495,3.74014058978844,3.4452150318569,3.53785975320413,3.26028824245315,3.76073542458658,3.56582456913465,4.00614865599936,3.68310127661078,3.75003056242879,3.53381830612447,3.60901813336695,3.15527407774873,3.72019851222349,3.06396201138738,3.27618551420757,3.28173040729855,3.87501702100703,3.39541796100439,3.30565333560525,3.37766861915246,3.35715641980595,3.43581459477779
RRAGD,3.5528721771313,3.27338143178304,3.64877702619054,3.30456139643766,3.70694962857464,3.55092682169723,3.79415484358397,3.94713461254983,3.51441226352432,3.66658424284732,3.67645948466054,3.96350870346278,3.8727072148069,3.50877312498828,3.83025868482667,3.70418690678955,3.47561250376749,3.46244307233188,3.48287358360875,3.50386092689111,3.68474368535312,3.63440058169633,3.91744443095515,3.45797737049609,3.55740733878522,3.66194806212695
SMC4,3.73950588993708,3.68299288320616,3.85796520049177,3.6942333890283,3.81802632311354,3.87014366034315,3.73267362871779,3.69521935696674,3.72009568494529,3.17630227490119,3.64007955353162,3.46212280763958,3.09536046871191,3.19122095073376,3.66707135331909,3.57171791347502,3.1279747840643,3.63346855657829,3.70384795025117,3.80270395900012,3.19293914842871,2.78947988209861,3.69241320112579,3.78348208057948,3.3266098716471,3.61999387055794
GHITM,4.00947970615996,4.11525700854698,4.11773716633746,4.06490347409862,4.26838254220051,4.19381830273219,3.90001813254889,4.01480794322556,3.97353742187788,4.02429359975338,4.30018956147438,4.27723081223778,4.28616873856826,4.23146311674403,4.0562373537435,4.29823091332391,4.22929510457935,3.90182118981419,4.08015070279734,3.94270618455825,4.19987845661614,4.43256721414248,3.9833136449444,3.97126383123521,3.99487354667212,4.0896004688515
WDFY1,3.6151305339271,3.64965179748333,3.44432043855537,3.64190224464657,3.51739517886854,3.5917902744287,3.5155848358147,3.55487518945111,3.58160108220608,3.50266973814424,3.72251735475487,3.73312396671033,3.63545519503545,3.52639433623568,3.4698803105791,3.51228740091491,3.48899902099437,3.51260796113196,3.56740165095695,3.59045382695203,3.72291760182719,3.75049906089095,3.54140399323196,3.73874465637995,3.58450332469091,3.61049695266111
PIK3R1,3.19929623871943,3.2577294395314,3.29214415963592,3.54846619608448,3.4404878009787,3.4209070162836,3.34270448597359,3.50290348999328,3.54120931214151,3.71769670963718,3.76894902467502,3.71647396399053,3.87833356043851,3.57382067071005,3.40753604165954,3.50428827091131,3.64795070300061,3.00942879806131,3.3794889888094,3.4687670932065,3.53078144236182,3.70044332194586,3.37457715993616,3.32582629036173,3.47660775995727,3.63436006537184
CD58,3.85694688893993,3.64215813070619,3.53425703343998,3.34941313830583,3.55807526275768,3.76107313591102,3.45429882968856,3.57431584003048,3.74331162167273,3.29259340485124,3.34002647578991,3.36382700582401,3.35070514404739,3.39389462123207,3.48567444633489,3.61025814823957,3.3302499687949,3.7000105424162,3.54024598710688,3.60807321139376,3.37012877160739,3.23679086176014,3.74897238311635,3.60400895962609,3.42071303905827,3.53323184036695
NUCKS1,4.61372982074617,4.60244576658763,4.48186941763478,4.67665785886028,4.63914190528168,4.42673225613899,4.66290924188267,4.6125274943627,4.47358615305761,4.6450448980855,4.661427610742,4.72567417484242,4.75671801561035,4.63410664173491,4.68437321362406,4.52167094471595,4.44250281584962,4.30701854364148,4.6451901938775,4.55846400108737,4.81386735504193,4.70171935735534,4.58372271813297,4.66136084107628,4.56721656667172,4.6683447219979
PLCB1,3.43725258229045,3.41450974180584,3.72523370201773,3.73148924475235,4.07374059591566,3.1370577277276,3.33614360453918,3.71480428991194,3.35138074642779,4.30378310318525,4.27013466086363,4.01305098833279,4.12020343846965,3.99215168691259,3.50055837031166,3.70450836191897,4.18216236307671,3.42276132440885,3.68405609532342,3.32222736012798,4.1942576576671,4.23886551859418,3.52936630917605,3.69559522614933,3.99637702875128,3.88356218894462
HDGFRP3,3.66668633063071,3.77604968959649,3.7230782712132,3.88600071130474,3.9351637753964,3.76576456568704,3.87308362284588,3.67180844747929,3.75284742919342,3.77075027176435,3.87776295586983,3.71427819469447,3.91785443288142,3.9319781528996,3.72470830986713,3.73855487277608,3.86056390074841,3.18201755660896,3.77113369642017,3.64671967569505,3.96359353152094,4.08500399921976,3.59370166075855,3.87839257941649,3.50025692626501,3.69664998439163
COMMD7,4.3327602034161,4.14863599673179,4.12944238981648,4.19959620844597,4.14834897496166,4.4087538590315,4.33472966165287,4.2855128646818,4.03447608597142,4.3732757194705,4.21200505578593,4.19875718304525,4.06934395678253,4.19973444906764,4.15118536617237,4.35896634667525,4.3479425921918,4.45178379598797,4.32311547708004,4.42223661450373,3.98034971403834,4.19403957759602,4.23177797272529,4.07678414115327,4.32015563684852,4.17589647773676
GAS2L3,3.68190285128974,3.2020033475846,2.66817897173786,3.49154055830404,2.75182163307564,3.39847178057428,3.46381970493699,3.32527484640688,3.60922974758408,2.71857641762573,3.08140888250719,3.41310521024007,2.11473104905768,2.66001407160473,2.83670506414609,3.54297746563158,2.59558329244714,2.73228436817763,3.56011152061965,3.12574046376945,2.13141975427113,2.51124414383203,3.63209360813569,3.98801847251038,2.73607045984156,3.11289912302404
LOC283378,3.52347566350412,3.49813652539106,3.73975575360411,3.63955282368055,3.99444900504972,3.66138518241293,3.59087581493426,3.68961932640702,3.57944917542909,3.95435627969033,3.82796279086566,3.70156453140814,3.59910315186418,3.5821757874277,3.6091298819402,3.65700189750391,3.96052443075618,3.71618170181554,3.6187430394706,3.36546514639092,3.65398255863135,3.79029572211759,3.60143078591574,3.77466321440229,3.82251491857855,3.46220042385358
PITPNB,3.30961675518333,3.11066242328786,3.20369144836742,3.401460682956,3.16586222907301,3.15584990156135,3.28006889095499,3.18102136494873,3.43028892356834,3.15126685783438,3.54906668401815,3.54382489547125,3.45555606315355,3.24269121915264,3.18551184100482,3.14449699283798,3.03015832253565,3.37126980844777,3.13011141714986,3.56008604849741,3.19539895706929,3.16883883326405,3.22227623236416,3.23862410819941,3.17669306358248,3.21587618801694
KIAA0999,3.16614700486885,3.27956360433854,3.18648903403456,3.44293984607711,3.15815766188793,3.01426467487235,3.19664478220253,3.08281551863898,3.26347581157744,3.12531662550251,3.54005617127616,3.3885272905443,3.43287937780214,3.6899687693164,3.51145593857721,3.16201446986882,3.36060041825847,2.88838844435248,3.02919215878722,3.21313402713353,3.60298632998971,3.61628526489467,3.10734736140162,3.23107615148141,3.136525249227,3.08641607172818
PHPT1,4.67994329265284,4.5137289138398,4.71414982562835,4.2146658567666,4.35474905043595,4.27742353951043,4.41476512067081,4.40210652241537,4.3978971503779,4.57143186622556,4.21013041861525,4.32775891418654,4.26598744912385,4.38163640862692,4.56521215080774,4.63240061761257,4.35478671532807,4.79222447495015,4.64673182300875,4.75694624042665,4.20975900876519,4.32033010546112,4.70254926184195,4.49789431405899,4.52263436852019,4.43335767450301
FADS1,3.81436694370442,3.75367511650183,3.78118934636267,3.82596958697991,3.87421454869766,3.70266450987915,4.07920799052597,3.82298181491636,3.80693478648706,3.94344455432776,4.03152003330174,3.78061214336814,4.10349741825758,3.7007663479285,3.79933455201218,3.56090733952895,3.7527481356969,3.72544614904621,3.85089528585468,3.91392622478233,4.00994847699986,3.9664971922487,3.76070860128107,3.67363724151248,3.79337432405406,3.95369205440041
ZWILCH,3.82526769148566,3.82206152025552,4.06175528635935,3.94693797080062,4.06744514810056,4.10624979679645,3.91097388729883,3.93032295166573,3.9686966809136,3.82309819955056,3.98433906327305,3.56784886321204,3.60245241619028,3.53523929165173,3.81899637946185,3.84285863771969,3.72391246714189,4.0579460993465,3.80942125699235,3.92500199152369,3.43945806839293,3.53684467958544,4.0290974142317,4.11451063793968,3.93196372737183,3.85887361538389
AKAP1,3.07328897458305,3.34122632990201,3.31895335243899,3.44015580942782,3.3291201268767,3.20721683478725,3.43375191790819,3.22582754066656,3.3323497739878,2.97538492974946,3.58040613422207,3.39004778150048,3.67831055993147,3.45087268923003,3.24598026959298,3.21297847215136,3.22599224123439,2.73465344048103,3.3041487310827,3.22150473903382,3.79411605323789,3.4163963352609,3.1250952715553,3.35701041662218,3.04984497034258,3.25306115130893
NCAM1,2.87433509531582,3.00830159814049,3.35920425376599,3.64637294218233,3.47000202685353,3.04582310749966,3.50674768245587,3.42643773412733,3.43595563173119,2.99608504854018,3.67170663193446,3.75481602081132,3.90395727509533,4.05561345958482,3.52297406245844,3.27778656274727,3.37329055744798,2.6885212641932,3.01541341010019,2.9021051942912,4.02873814747892,3.64611687951448,3.1654586004037,3.14432445539835,3.31891876197863,3.69134755970713
KIAA1946,2.10492391746629,2.82457096917198,1.60611253533916,3.19387589006517,3.10960419213058,3.02436907394688,3.51384647187646,3.15949079399443,3.24300280736138,3.18754892086127,3.36553103781324,3.43150609291434,3.31854538476501,3.0119483310127,2.95390459341346,3.29494875237834,3.08920331801695,3.08109515656134,2.81166279418416,3.16706879993312,3.44945803392423,3.57792748420476,2.65197736270085,2.82694640565614,3.04437902601501,3.09018713471983
KIAA1462,3.18964272515792,2.17042307863341,3.26122027014871,2.47985160457033,3.0531483861658,3.06114285852818,2.88970778807573,2.98232325478356,2.04292579914215,2.35167844409287,3.41376483049932,3.36933221047215,3.04709371128032,3.18113499589843,1.96459901115856,2.12022833221378,3.01847164339251,2.26048877819683,3.21635093303562,2.16336713885722,3.26787916928204,3.32175124541157,2.20125779997116,3.00961489386169,2.50257868689015,2.73095983190461
ZNF83,3.89393888258578,3.46676829933818,3.62355195020755,3.63052397874354,3.58020066185962,3.56309158832868,3.61298602140625,3.61788669754642,3.62691083823972,3.46753307787583,3.35751482595839,3.39212143961158,3.31414288877414,3.4392148655992,3.66736403016405,3.3920034627982,3.36647413558156,3.67248513133244,3.42178961386121,3.76769198152486,3.29968856192612,3.35048855860674,3.66230044876858,3.81074241372301,3.51257380777541,3.4596853869463
RAB8A,3.94909688096259,3.83982433925996,3.8264640024271,3.54408008034485,3.88626093953293,3.90708912159895,3.90493561137391,3.75012430256165,3.95154213307624,3.78245098056864,3.81113526121343,3.4985002232258,3.6266881770002,3.86178171504815,3.86146504962675,3.69327017210716,3.91013594916276,4.00771518336071,3.94046682709388,3.92104907740354,3.68777814086179,3.70068468390205,3.86708028054088,3.93728192477854,3.84387085286932,3.88877159587977
FKBP10,3.51796137649308,3.25095302773576,3.52217183371854,1.77507134083531,2.92047813353791,3.5233206755659,3.3525755215096,3.33305693945365,3.06321022257717,2.50038057519147,2.98119048668647,2.46059418130767,2.91321602137197,1.77904064275552,3.11461165135068,3.31881789213562,2.52822873688531,3.33425203886765,3.74338157406436,3.68074123957717,2.65062802492777,2.83055017706966,3.10125065011871,3.32361650703206,1.98977897355226,3.52102373932215
C12orf29,3.40812323298323,3.22623788525133,3.2698446091861,3.54525032039683,3.51013303936227,3.52500163472318,3.31213841210859,3.46546657892266,3.12127514521071,3.32389326837477,3.46314688422051,3.52413923463838,3.49043916984797,3.4448928724435,3.12100274973671,3.35323050811686,3.24807262746085,3.18677020972004,3.34496316257818,3.53564420005482,3.51609252476921,3.55990495006794,3.42234931921141,3.50183536635418,3.34006061623762,3.1455826538047
USP8,3.52244149470365,3.51784012938627,3.3786026434242,3.48432048564286,3.38119669512213,3.45558405503403,3.26557693849693,3.49399782996392,3.576810066104,3.48090365437529,3.41103655202458,3.2662234624261,3.48606007249688,3.42900866113213,3.31903960821196,3.39997312572151,3.3877774924767,3.48531206008102,3.54073116780605,3.50595064883938,3.45297535667965,3.32880838493452,3.60619416965062,3.46268124522203,3.42356647794762,3.4545724643418
CFI,4.27989466084497,3.84079815459096,3.81181634755388,3.43437917809673,3.22532918643347,3.85707443679039,3.13948647042161,3.40648210030799,3.60521936421237,3.26992392850181,3.18989802780683,3.05126600324447,2.81615310605104,3.26119409013822,3.55778429201991,3.89986376562922,2.78639220008093,3.85672768232979,3.70515055925531,3.59943599884683,3.00204850545058,2.86196968190101,3.79812288841451,3.49767905811603,3.26821559668058,4.06615482064075
